,rho,ne,v_phi,Te,E_rho
1115,0.005575,1.012196,-1.137069e-05,9.9115985e-07,1.6178400000000892e-05
1116,0.00558,1.012148,-1.1292607e-05,9.9120989e-07,1.610300000000068e-05
1117,0.005585,1.0121001,-1.1214991e-05,9.9125972e-07,1.602800000000059e-05
1118,0.00559,1.0120524,-1.1137837e-05,9.9130933e-07,1.59531999999978e-05
1119,0.005595,1.0120048,-1.1061145e-05,9.9135873e-07,1.5878600000000604e-05
1120,0.0056,1.0119573,-1.0984911e-05,9.9140792e-07,1.5804400000000773e-05
1121,0.005605,1.01191,-1.0909133e-05,9.914569e-07,1.573080000000047e-05
1122,0.00561,1.0118629,-1.083381e-05,9.9150566e-07,1.565719999999811e-05
1123,0.005615,1.0118158,-1.075894e-05,9.9155421e-07,1.5583800000000588e-05
1124,0.00562,1.011769,-1.0684519e-05,9.9160255e-07,1.551100000000054e-05
1125,0.005625,1.0117222,-1.0610545e-05,9.9165068e-07,1.5438600000000618e-05
1126,0.00563,1.0116756,-1.0537018e-05,9.916986e-07,1.5366200000000697e-05
1127,0.005635,1.0116292,-1.0463934e-05,9.9174631e-07,1.5294199999997588e-05
1128,0.00564,1.0115829,-1.0391291e-05,9.917938e-07,1.5222400000001174e-05
1129,0.005645,1.0115367,-1.0319087e-05,9.9184109e-07,1.5151200000000312e-05
1130,0.00565,1.0114907,-1.024732e-05,9.9188817e-07,1.5080200000000837e-05
1131,0.005655,1.0114448,-1.0175988e-05,9.9193505e-07,1.5009399999997499e-05
1132,0.00566,1.0113991,-1.0105089e-05,9.9198171e-07,1.4939000000000819e-05
1133,0.005665,1.0113535,-1.003462e-05,9.9202817e-07,1.4869000000001002e-05
1134,0.00567,1.011308,-9.9645794e-06,9.9207442e-07,1.4799000000000192e-05
1135,0.005675,1.0112627,-9.8949654e-06,9.9212046e-07,1.4729399999998277e-05
1136,0.00568,1.0112175,-9.8257756e-06,9.921663e-07,1.4660200000000609e-05
1137,0.005685,1.0111725,-9.7570079e-06,9.9221193e-07,1.4591400000000512e-05
1138,0.00569,1.0111276,-9.6886603e-06,9.9225735e-07,1.4522600000000416e-05
1139,0.005695,1.0110829,-9.6207306e-06,9.9230257e-07,1.4454399999998333e-05
1140,0.0057,1.0110382,-9.5532168e-06,9.9234759e-07,1.4386200000000274e-05
1141,0.005705,1.0109938,-9.4861168e-06,9.923924e-07,1.431860000000089e-05
1142,0.00571,1.0109494,-9.4194286e-06,9.9243701e-07,1.4251000000000515e-05
1143,0.005715,1.0109053,-9.35315e-06,9.9248142e-07,1.418400000000066e-05
1144,0.00572,1.0108612,-9.287279e-06,9.9252562e-07,1.4116999999998027e-05
1145,0.005725,1.0108173,-9.2218136e-06,9.9256962e-07,1.4050400000000419e-05
1146,0.00573,1.0107735,-9.1567518e-06,9.9261343e-07,1.398420000000082e-05
1147,0.005735,1.0107299,-9.0920915e-06,9.9265703e-07,1.391800000000056e-05
1148,0.00574,1.0106864,-9.0278307e-06,9.9270042e-07,1.3852399999998087e-05
1149,0.005745,1.0106431,-8.9639674e-06,9.9274362e-07,1.3787000000000485e-05
1150,0.00575,1.0105998,-8.9004995e-06,9.9278662e-07,1.3721800000000543e-05
1151,0.005755,1.0105568,-8.8374251e-06,9.9282943e-07,1.3656800000000665e-05
1152,0.00576,1.0105138,-8.7747421e-06,9.9287203e-07,1.359239999999796e-05
1153,0.005765,1.010471,-8.7124487e-06,9.9291443e-07,1.3528000000000632e-05
1154,0.00577,1.0104284,-8.6505427e-06,9.9295664e-07,1.3463800000000677e-05
1155,0.005775,1.0103858,-8.5890223e-06,9.9299865e-07,1.3400200000000584e-05
1156,0.00578,1.0103435,-8.5278854e-06,9.9304046e-07,1.333679999999824e-05
1157,0.005785,1.0103012,-8.4671301e-06,9.9308208e-07,1.3273600000000589e-05
1158,0.00579,1.0102591,-8.4067544e-06,9.931235e-07,1.3210400000000293e-05
1159,0.005795,1.0102171,-8.3467564e-06,9.9316473e-07,1.3148000000000581e-05
1160,0.0058,1.0101753,-8.2871342e-06,9.9320576e-07,1.3085600000000541e-05
1161,0.005805,1.0101336,-8.2278857e-06,9.932466e-07,1.3023399999998304e-05
1162,0.00581,1.010092,-8.1690092e-06,9.9328724e-07,1.2961600000000381e-05
1163,0.005815,1.0100506,-8.1105026e-06,9.933277e-07,1.2900200000000658e-05
1164,0.00582,1.0100093,-8.0523641e-06,9.9336796e-07,1.2838600000000541e-05
1165,0.005825,1.0099681,-7.9945917e-06,9.9340802e-07,1.2777799999998462e-05
1166,0.00583,1.0099271,-7.9371835e-06,9.934479e-07,1.2717000000000485e-05
1167,0.005835,1.0098862,-7.8801377e-06,9.9348759e-07,1.2656400000000357e-05
1168,0.00584,1.0098455,-7.8234524e-06,9.9352708e-07,1.2596400000000419e-05
1169,0.005845,1.0098049,-7.7671256e-06,9.9356639e-07,1.2536199999998572e-05
1170,0.00585,1.0097644,-7.7111555e-06,9.936055e-07,1.2476600000000275e-05
1171,0.005855,1.009724,-7.6555403e-06,9.9364443e-07,1.2417200000000527e-05
1172,0.00586,1.0096838,-7.6002781e-06,9.9368317e-07,1.2358000000000514e-05
1173,0.005865,1.0096437,-7.545367e-06,9.9372172e-07,1.229899999999843e-05
1174,0.00587,1.0096038,-7.4908051e-06,9.9376009e-07,1.224040000000041e-05
1175,0.005875,1.009564,-7.4365908e-06,9.9379826e-07,1.2182000000000652e-05
1176,0.00588,1.0095243,-7.382722e-06,9.9383626e-07,1.2124000000000359e-05
1177,0.005885,1.0094848,-7.329197e-06,9.9387406e-07,1.2065800000000663e-05
1178,0.00589,1.0094453,-7.276014e-06,9.9391168e-07,1.2008399999998479e-05
1179,0.005895,1.0094061,-7.2231711e-06,9.9394912e-07,1.1951000000000459e-05
1180,0.0059,1.0093669,-7.1706666e-06,9.9398637e-07,1.1894000000000484e-05
1181,0.005905,1.0093279,-7.1184986e-06,9.9402344e-07,1.183700000000051e-05
1182,0.00591,1.009289,-7.0666654e-06,9.9406033e-07,1.1780399999998289e-05
1183,0.005915,1.0092503,-7.0151652e-06,9.9409704e-07,1.172400000000055e-05
1184,0.00592,1.0092116,-6.9639962e-06,9.9413356e-07,1.16678000000005e-05
1185,0.005925,1.0091732,-6.9131565e-06,9.941699e-07,1.1612000000000247e-05
1186,0.00593,1.0091348,-6.8626446e-06,9.9420606e-07,1.1556399999998714e-05
1187,0.005935,1.0090966,-6.8124585e-06,9.9424204e-07,1.1501200000000326e-05
1188,0.00594,1.0090585,-6.7625966e-06,9.9427784e-07,1.144580000000053e-05
1189,0.005945,1.0090205,-6.7130572e-06,9.9431347e-07,1.1391200000000329e-05
1190,0.00595,1.0089827,-6.6638383e-06,9.9434891e-07,1.1336399999998427e-05
1191,0.005955,1.008945,-6.6149385e-06,9.9438418e-07,1.1282000000000588e-05
1192,0.00596,1.0089074,-6.5663558e-06,9.9441927e-07,1.1227800000000513e-05
1193,0.005965,1.0088699,-6.5180886e-06,9.9445418e-07,1.1174000000000566e-05
1194,0.00597,1.0088326,-6.4701352e-06,9.9448891e-07,1.1120200000000289e-05
1195,0.005975,1.0087954,-6.4224939e-06,9.9452347e-07,1.1066799999998549e-05
1196,0.00598,1.0087584,-6.375163e-06,9.9455786e-07,1.1013600000000382e-05
1197,0.005985,1.0087214,-6.3281408e-06,9.9459207e-07,1.0960800000000424e-05
1198,0.00599,1.0086846,-6.2814255e-06,9.9462611e-07,1.0908000000000465e-05
1199,0.005995,1.0086479,-6.2350156e-06,9.9465997e-07,1.0855399999998687e-05
1200,0.006,1.0086114,-6.1889094e-06,9.9469366e-07,1.0803200000000471e-05
1201,0.006005,1.008575,-6.1431052e-06,9.9472718e-07,1.0751200000000437e-05
1202,0.00601,1.0085387,-6.0976013e-06,9.9476053e-07,1.0699400000000465e-05
1203,0.006015,1.0085025,-6.0523961e-06,9.947937e-07,1.0647999999998445e-05
1204,0.00602,1.0084665,-6.0074879e-06,9.9482671e-07,1.0596400000000385e-05
1205,0.006025,1.0084305,-5.9628751e-06,9.9485954e-07,1.0545600000000403e-05
1206,0.00603,1.0083948,-5.9185561e-06,9.9489221e-07,1.0494600000000686e-05
1207,0.006035,1.0083591,-5.8745293e-06,9.949247e-07,1.0443999999998625e-05
1208,0.00604,1.0083236,-5.830793e-06,9.9495703e-07,1.0393400000000186e-05
1209,0.006045,1.0082881,-5.7873456e-06,9.9498919e-07,1.0343400000000459e-05
1210,0.00605,1.0082528,-5.7441855e-06,9.9502119e-07,1.02934000000004e-05
1211,0.006055,1.0082177,-5.7013112e-06,9.9505301e-07,1.0243800000000468e-05
1212,0.00606,1.0081826,-5.6587209e-06,9.9508467e-07,1.0194199999998768e-05
1213,0.006065,1.0081477,-5.6164132e-06,9.9511617e-07,1.0144800000000339e-05
1214,0.00607,1.0081129,-5.5743865e-06,9.951475e-07,1.0095920000000306e-05
1215,0.006075,1.0080783,-5.5326391e-06,9.9517867e-07,1.0047020000000598e-05
1216,0.00608,1.0080437,-5.4911696e-06,9.9520967e-07,9.998379999998576e-06
1217,0.006085,1.0080093,-5.4499764e-06,9.9524051e-07,9.949980000000432e-06
1218,0.00609,1.007975,-5.4090578e-06,9.9527118e-07,9.901780000000286e-06
1219,0.006095,1.0079408,-5.3684124e-06,9.953017e-07,9.853840000000552e-06
1220,0.0061,1.0079068,-5.3280386e-06,9.9533205e-07,9.806079999998514e-06
1221,0.006105,1.0078728,-5.287935e-06,9.9536224e-07,9.758560000000616e-06
1222,0.00611,1.007839,-5.2480999e-06,9.9539228e-07,9.711240000000419e-06
1223,0.006115,1.0078053,-5.2085318e-06,9.9542215e-07,9.664120000000286e-06
1224,0.00612,1.0077718,-5.1692293e-06,9.9545186e-07,9.61724000000023e-06
1225,0.006125,1.0077383,-5.1301908e-06,9.9548142e-07,9.570559999998907e-06
1226,0.00613,1.007705,-5.0914148e-06,9.9551081e-07,9.524100000000314e-06
1227,0.006135,1.0076718,-5.0528998e-06,9.9554005e-07,9.477840000000454e-06
1228,0.00614,1.0076387,-5.0146444e-06,9.9556913e-07,9.431800000000335e-06
1229,0.006145,1.0076057,-4.976647e-06,9.9559806e-07,9.385959999998652e-06
1230,0.00615,1.0075729,-4.9389062e-06,9.9562683e-07,9.340320000000617e-06
1231,0.006155,1.0075402,-4.9014206e-06,9.9565544e-07,9.29492000000037e-06
1232,0.00616,1.0075076,-4.8641885e-06,9.956839e-07,9.249680000000175e-06
1233,0.006165,1.0074751,-4.8272087e-06,9.9571221e-07,9.204699999998797e-06
1234,0.00617,1.0074427,-4.7904796e-06,9.9574036e-07,9.159880000000333e-06
1235,0.006175,1.0074105,-4.7539998e-06,9.9576836e-07,9.115280000000341e-06
1236,0.00618,1.0073783,-4.7177679e-06,9.9579621e-07,9.070880000000413e-06
1237,0.006185,1.0073463,-4.6817823e-06,9.958239e-07,9.02669999999899e-06
1238,0.00619,1.0073144,-4.6460418e-06,9.9585145e-07,8.982700000000425e-06
1239,0.006195,1.0072826,-4.6105449e-06,9.9587884e-07,8.938900000000358e-06
1240,0.0062,1.007251,-4.5752902e-06,9.9590609e-07,8.89532000000036e-06
1241,0.006205,1.0072194,-4.5402762e-06,9.9593318e-07,8.851920000000089e-06
1242,0.00621,1.007188,-4.5055015e-06,9.9596013e-07,8.808719999999016e-06
1243,0.006215,1.0071567,-4.4709649e-06,9.9598692e-07,8.765740000000407e-06
1244,0.00622,1.0071255,-4.4366648e-06,9.9601357e-07,8.72292000000032e-06
1245,0.006225,1.0070944,-4.4025999e-06,9.9604008e-07,8.680340000000312e-06
1246,0.00623,1.0070634,-4.3687689e-06,9.9606643e-07,8.637919999998855e-06
1247,0.006235,1.0070325,-4.3351703e-06,9.9609264e-07,8.595700000000459e-06
1248,0.00624,1.0070018,-4.3018028e-06,9.9611871e-07,8.553680000000298e-06
1249,0.006245,1.0069712,-4.268665e-06,9.9614463e-07,8.511840000000193e-06
1250,0.00625,1.0069407,-4.2357556e-06,9.961704e-07,8.470219999999021e-06
1251,0.006255,1.0069103,-4.2030733e-06,9.9619603e-07,8.428780000000183e-06
1252,0.00626,1.00688,-4.1706166e-06,9.9622152e-07,8.387500000000256e-06
1253,0.006265,1.0068498,-4.1383843e-06,9.9624687e-07,8.346460000000408e-06
1254,0.00627,1.0068198,-4.1063751e-06,9.9627207e-07,8.305559999998832e-06
1255,0.006275,1.0067898,-4.0745876e-06,9.9629713e-07,8.264880000000538e-06
1256,0.00628,1.00676,-4.0430205e-06,9.9632206e-07,8.224400000000205e-06
1257,0.006285,1.0067303,-4.0116725e-06,9.9634684e-07,8.18406000000058e-06
1258,0.00629,1.0067006,-3.9805422e-06,9.9637148e-07,8.143940000000032e-06
1259,0.006295,1.0066711,-3.9496285e-06,9.9639598e-07,8.103999999999127e-06
1260,0.0063,1.0066418,-3.91893e-06,9.9642034e-07,8.064220000000423e-06
1261,0.006305,1.0066125,-3.8884454e-06,9.9644457e-07,8.024660000000054e-06
1262,0.00631,1.0065833,-3.8581734e-06,9.9646866e-07,7.985260000000397e-06
1263,0.006315,1.0065543,-3.8281128e-06,9.9649261e-07,7.946059999999094e-06
1264,0.00632,1.0065253,-3.7982623e-06,9.9651642e-07,7.907020000000268e-06
1265,0.006325,1.0064965,-3.7686207e-06,9.965401e-07,7.868160000000121e-06
1266,0.00633,1.0064678,-3.7391866e-06,9.9656364e-07,7.82950000000037e-06
1267,0.006335,1.0064391,-3.7099589e-06,9.9658705e-07,7.791019999998992e-06
1268,0.00634,1.0064106,-3.6809363e-06,9.9661033e-07,7.752680000000362e-06
1269,0.006345,1.0063822,-3.6521175e-06,9.9663347e-07,7.714560000000452e-06
1270,0.00635,1.0063539,-3.6235014e-06,9.9665648e-07,7.676600000000261e-06
1271,0.006355,1.0063258,-3.5950866e-06,9.9667935e-07,7.638819999998802e-06
1272,0.00636,1.0062977,-3.5668721e-06,9.967021e-07,7.601200000000376e-06
1273,0.006365,1.0062697,-3.5388565e-06,9.9672471e-07,7.563780000000358e-06
1274,0.00637,1.0062419,-3.5110386e-06,9.9674719e-07,7.52652000000039e-06
1275,0.006375,1.0062141,-3.4834173e-06,9.9676954e-07,7.489420000000143e-06
1276,0.00638,1.0061865,-3.4559914e-06,9.9679177e-07,7.452519999999163e-06
1277,0.006385,1.0061589,-3.4287596e-06,9.9681386e-07,7.415760000000152e-06
1278,0.00639,1.0061315,-3.4017208e-06,9.9683582e-07,7.379200000000407e-06
1279,0.006395,1.0061041,-3.3748738e-06,9.9685766e-07,7.342800000000217e-06
1280,0.0064,1.0060769,-3.3482174e-06,9.9687937e-07,7.306559999999142e-06
1281,0.006405,1.0060498,-3.3217505e-06,9.9690095e-07,7.270520000000169e-06
1282,0.00641,1.0060228,-3.2954719e-06,9.9692241e-07,7.234600000000298e-06
1283,0.006415,1.0059959,-3.2693804e-06,9.9694373e-07,7.198880000000325e-06
1284,0.00642,1.0059691,-3.2434749e-06,9.9696494e-07,7.163319999999161e-06
1285,0.006425,1.0059424,-3.2177542e-06,9.9698602e-07,7.127920000000201e-06
1286,0.00643,1.0059158,-3.1922173e-06,9.9700697e-07,7.092680000000381e-06
1287,0.006435,1.0058893,-3.1668629e-06,9.9702781e-07,7.057640000000129e-06
1288,0.00644,1.0058629,-3.1416899e-06,9.9704852e-07,7.022719999999193e-06
1289,0.006445,1.0058366,-3.1166972e-06,9.970691e-07,6.987980000000254e-06
1290,0.00645,1.0058104,-3.0918837e-06,9.9708957e-07,6.953420000000321e-06
1291,0.006455,1.0057843,-3.0672483e-06,9.9710991e-07,6.91898000000026e-06
1292,0.00646,1.0057584,-3.0427899e-06,9.9713013e-07,6.884740000000262e-06
1293,0.006465,1.0057325,-3.0185073e-06,9.9715023e-07,6.850659999999128e-06
1294,0.00647,1.0057067,-2.9943996e-06,9.9717022e-07,6.816720000000249e-06
1295,0.006475,1.005681,-2.9704655e-06,9.9719008e-07,6.782940000000233e-06
1296,0.00648,1.0056555,-2.9467039e-06,9.9720982e-07,6.749320000000267e-06
1297,0.006485,1.00563,-2.9231139e-06,9.9722945e-07,6.715879999999195e-06
1298,0.00649,1.0056046,-2.8996944e-06,9.9724896e-07,6.682560000000159e-06
1299,0.006495,1.0055793,-2.8764442e-06,9.9726835e-07,6.649420000000347e-06
1300,0.0065,1.0055542,-2.8533623e-06,9.9728762e-07,6.616440000000255e-06
1301,0.006505,1.0055291,-2.8304477e-06,9.9730678e-07,6.583599999999066e-06
1302,0.00651,1.0055041,-2.8076993e-06,9.9732582e-07,6.550920000000377e-06
1303,0.006515,1.0054792,-2.785116e-06,9.9734475e-07,6.518400000000267e-06
1304,0.00652,1.0054544,-2.7626968e-06,9.9736356e-07,6.486020000000201e-06
1305,0.006525,1.0054298,-2.7404407e-06,9.9738226e-07,6.453819999999072e-06
1306,0.00653,1.0054052,-2.7183466e-06,9.9740085e-07,6.421740000000386e-06
1307,0.006535,1.0053807,-2.6964135e-06,9.9741932e-07,6.389820000000136e-06
1308,0.00654,1.0053563,-2.6746405e-06,9.9743768e-07,6.358040000000262e-06
1309,0.006545,1.005332,-2.6530263e-06,9.9745593e-07,6.326440000000279e-06
1310,0.00655,1.0053078,-2.6315702e-06,9.9747407e-07,6.294979999999249e-06
1311,0.006555,1.0052837,-2.610271e-06,9.974921e-07,6.263640000000275e-06
1312,0.00656,1.0052597,-2.5891277e-06,9.9751001e-07,6.232480000000267e-06
1313,0.006565,1.0052358,-2.5681394e-06,9.9752782e-07,6.2014600000001385e-06
1314,0.00657,1.005212,-2.5473051e-06,9.9754552e-07,6.170579999999315e-06
1315,0.006575,1.0051883,-2.5266237e-06,9.9756311e-07,6.13984000000018e-06
1316,0.00658,1.0051647,-2.5060944e-06,9.9758059e-07,6.109260000000191e-06
1317,0.006585,1.0051412,-2.4857161e-06,9.9759796e-07,6.078840000000254e-06
1318,0.00659,1.0051177,-2.4654878e-06,9.9761523e-07,6.048519999999299e-06
1319,0.006595,1.0050944,-2.4454086e-06,9.9763238e-07,6.018360000000163e-06
1320,0.0066,1.0050712,-2.4254775e-06,9.9764944e-07,5.988360000000194e-06
1321,0.006605,1.005048,-2.4056937e-06,9.9766638e-07,5.958500000000269e-06
1322,0.00661,1.005025,-2.386056e-06,9.9768323e-07,5.928759999999189e-06
1323,0.006615,1.005002,-2.3665636e-06,9.9769996e-07,5.8991800000003825e-06
1324,0.00662,1.0049791,-2.3472156e-06,9.977166e-07,5.869740000000096e-06
1325,0.006625,1.0049563,-2.3280109e-06,9.9773313e-07,5.84044000000035e-06
1326,0.00663,1.0049337,-2.3089487e-06,9.9774955e-07,5.811260000000146e-06
1327,0.006635,1.0049111,-2.2900281e-06,9.9776588e-07,5.78223999999932e-06
1328,0.00664,1.0048886,-2.2712481e-06,9.977821e-07,5.753340000000209e-06
1329,0.006645,1.0048662,-2.2526078e-06,9.9779822e-07,5.724600000000145e-06
1330,0.00665,1.0048438,-2.2341063e-06,9.9781424e-07,5.695980000000285e-06
1331,0.006655,1.0048216,-2.2157427e-06,9.9783016e-07,5.6675199999993275e-06
1332,0.00666,1.0047995,-2.1975161e-06,9.9784598e-07,5.639160000000203e-06
1333,0.006665,1.0047774,-2.1794256e-06,9.9786169e-07,5.61094000000014e-06
1334,0.00667,1.0047555,-2.1614703e-06,9.9787731e-07,5.582880000000293e-06
1335,0.006675,1.0047336,-2.1436493e-06,9.9789284e-07,5.55493999999919e-06
1336,0.00668,1.0047118,-2.1259617e-06,9.9790826e-07,5.527140000000224e-06
1337,0.006685,1.0046902,-2.1084067e-06,9.9792358e-07,5.499460000000333e-06
1338,0.00669,1.0046686,-2.0909834e-06,9.9793881e-07,5.471920000000156e-06
1339,0.006695,1.004647,-2.0736909e-06,9.9795394e-07,5.444499999999237e-06
1340,0.0067,1.0046256,-2.0565284e-06,9.9796898e-07,5.4172200000002525e-06
1341,0.006705,1.0046043,-2.0394949e-06,9.9798392e-07,5.390080000000203e-06
1342,0.00671,1.004583,-2.0225897e-06,9.9799876e-07,5.363060000000191e-06
1343,0.006715,1.0045619,-2.0058119e-06,9.9801351e-07,5.336180000000224e-06
1344,0.00672,1.0045408,-1.9891606e-06,9.9802817e-07,5.309399999999368e-06
1345,0.006725,1.0045198,-1.9726351e-06,9.9804273e-07,5.28278000000024e-06
1346,0.00673,1.0044989,-1.9562344e-06,9.9805719e-07,5.256280000000228e-06
1347,0.006735,1.0044781,-1.9399578e-06,9.9807157e-07,5.229880000000249e-06
1348,0.00674,1.0044574,-1.9238043e-06,9.9808585e-07,5.203659999999258e-06
1349,0.006745,1.0044368,-1.9077733e-06,9.9810004e-07,5.177500000000258e-06
1350,0.00675,1.0044162,-1.8918639e-06,9.9811414e-07,5.1515200000000824e-06
1351,0.006755,1.0043957,-1.8760752e-06,9.9812815e-07,5.1256400000002684e-06
1352,0.00676,1.0043753,-1.8604065e-06,9.9814207e-07,5.099879999999278e-06
1353,0.006765,1.004355,-1.8448569e-06,9.981559e-07,5.074260000000266e-06
1354,0.00677,1.0043348,-1.8294257e-06,9.9816964e-07,5.048760000000243e-06
1355,0.006775,1.0043147,-1.814112e-06,9.9818328e-07,5.023380000000093e-06
1356,0.00678,1.0042946,-1.7989151e-06,9.9819684e-07,4.9981000000003046e-06
1357,0.006785,1.0042747,-1.7838342e-06,9.9821032e-07,4.972979999999374e-06
1358,0.00679,1.0042548,-1.7688685e-06,9.982237e-07,4.947960000000201e-06
1359,0.006795,1.004235,-1.7540172e-06,9.98237e-07,4.923060000000203e-06
1360,0.0068,1.0042153,-1.7392796e-06,9.9825021e-07,4.898280000000079e-06
1361,0.006805,1.0041957,-1.7246548e-06,9.9826333e-07,4.873619999999313e-06
1362,0.00681,1.0041761,-1.7101422e-06,9.9827637e-07,4.8490800000002755e-06
1363,0.006815,1.0041566,-1.6957409e-06,9.9828933e-07,4.8246600000002654e-06
1364,0.00682,1.0041373,-1.6814502e-06,9.9830219e-07,4.800360000000128e-06
1365,0.006825,1.004118,-1.6672694e-06,9.9831498e-07,4.776179999999367e-06
1366,0.00683,1.0040987,-1.6531977e-06,9.9832768e-07,4.752100000000128e-06
1367,0.006835,1.0040796,-1.6392344e-06,9.9834029e-07,4.7281600000002715e-06
1368,0.00684,1.0040605,-1.6253786e-06,9.9835282e-07,4.704300000000109e-06
1369,0.006845,1.0040415,-1.6116298e-06,9.9836527e-07,4.680599999999517e-06
1370,0.00685,1.0040226,-1.5979871e-06,9.9837764e-07,4.656980000000078e-06
1371,0.006855,1.0040038,-1.5844499e-06,9.9838993e-07,4.633500000000202e-06
1372,0.00686,1.0039851,-1.5710173e-06,9.9840213e-07,4.6101000000001865e-06
1373,0.006865,1.0039664,-1.5576888e-06,9.9841425e-07,4.586840000000215e-06
1374,0.00687,1.0039478,-1.5444635e-06,9.984263e-07,4.563699999999326e-06
1375,0.006875,1.0039293,-1.5313408e-06,9.9843826e-07,4.54064000000021e-06
1376,0.00688,1.0039109,-1.51832e-06,9.9845014e-07,4.517720000000182e-06
1377,0.006885,1.0038925,-1.5054003e-06,9.9846195e-07,4.494900000000186e-06
1378,0.00689,1.0038743,-1.4925811e-06,9.9847367e-07,4.472199999999452e-06
1379,0.006895,1.0038561,-1.4798616e-06,9.9848532e-07,4.4495800000001305e-06
1380,0.0069,1.003838,-1.4672413e-06,9.9849688e-07,4.427120000000249e-06
1381,0.006905,1.0038199,-1.4547193e-06,9.9850838e-07,4.404720000000221e-06
1382,0.00691,1.003802,-1.4422951e-06,9.9851979e-07,4.382439999999306e-06
1383,0.006915,1.0037841,-1.4299679e-06,9.9853113e-07,4.3603000000002876e-06
1384,0.00692,1.0037663,-1.417737e-06,9.9854239e-07,4.338240000000202e-06
1385,0.006925,1.0037485,-1.4056019e-06,9.9855357e-07,4.31628000000015e-06
1386,0.00693,1.0037309,-1.3935618e-06,9.9856468e-07,4.29443999999939e-06
1387,0.006935,1.0037133,-1.381616e-06,9.9857572e-07,4.272720000000159e-06
1388,0.00694,1.0036958,-1.369764e-06,9.9858667e-07,4.2510800000002085e-06
1389,0.006945,1.0036783,-1.358005e-06,9.9859756e-07,4.22956000000013e-06
1390,0.00695,1.003661,-1.3463384e-06,9.9860837e-07,4.20814000000025e-06
1391,0.006955,1.0036437,-1.3347636e-06,9.9861911e-07,4.1868199999993436e-06
1392,0.00696,1.0036265,-1.3232799e-06,9.9862978e-07,4.165600000000253e-06
1393,0.006965,1.0036093,-1.3118867e-06,9.9864037e-07,4.144500000000144e-06
1394,0.00697,1.0035923,-1.3005833e-06,9.9865089e-07,4.123500000000066e-06
1395,0.006975,1.0035753,-1.2893691e-06,9.9866134e-07,4.102599999999474e-06
1396,0.00698,1.0035584,-1.2782435e-06,9.9867172e-07,4.0818000000001716e-06
1397,0.006985,1.0035415,-1.2672059e-06,9.9868202e-07,4.06110000000019e-06
1398,0.00699,1.0035248,-1.2562556e-06,9.9869226e-07,4.040500000000239e-06
1399,0.006995,1.0035081,-1.245392e-06,9.9870242e-07,4.019999999999458e-06
1400,0.007,1.0034914,-1.2346146e-06,9.9871252e-07,3.999600000000104e-06
1401,0.007005,1.0034749,-1.2239226e-06,9.9872255e-07,3.97930000000025e-06
