,rho,ne,v_phi,Te,E_rho
3414,0.01707,1.0000001,0.0,1e-06,1.116120000000449e-10
3415,0.017075,1.0000001,0.0,1e-06,1.1103399999996567e-10
3416,0.01708,1.0000001,0.0,1e-06,1.1045799999996605e-10
3417,0.017085,1.0000001,0.0,1e-06,1.0988600000004195e-10
3418,0.01709,1.0000001,0.0,1e-06,1.0931799999996717e-10
3419,0.017095,1.0000001,0.0,1e-06,1.0875200000004121e-10
3420,0.0171,1.0000001,0.0,1e-06,1.081879999999665e-10
3421,0.017105,1.0000001,0.0,1e-06,1.0762800000004371e-10
3422,0.01711,1.0000001,0.0,1e-06,1.0706999999996617e-10
3423,0.017115,1.0000001,0.0,1e-06,1.065140000000419e-10
3424,0.01712,1.0000001,0.0,1e-06,1.0596399999996621e-10
3425,0.017125,1.0000001,0.0,1e-06,1.0541399999996948e-10
3426,0.01713,1.0000001,0.0,1e-06,1.0486800000003973e-10
3427,0.017135,1.0000001,0.0,1e-06,1.0432399999996915e-10
3428,0.01714,1.0000001,0.0,1e-06,1.037840000000401e-10
3429,0.017145,1.0000001,0.0,1e-06,1.0324599999996668e-10
3430,0.01715,1.0000001,0.0,1e-06,1.0271200000004085e-10
3431,0.017155,1.0000001,0.0,1e-06,1.0217799999996743e-10
3432,0.01716,1.0000001,0.0,1e-06,1.0164839999996955e-10
3433,0.017165,1.0000001,0.0,1e-06,1.0112160000003879e-10
3434,0.01717,1.0000001,0.0,1e-06,1.005969999999711e-10
3435,0.017175,1.0000001,0.0,1e-06,1.0007560000003738e-10
3436,0.01718,1.0000001,0.0,1e-06,9.95563999999707e-11
3437,0.017185,1.0000001,0.0,1e-06,9.904000000003663e-11
3438,0.01719,1.0000001,0.0,1e-06,9.852639999996965e-11
3439,0.017195,1.0000001,0.0,1e-06,9.801520000003899e-11
3440,0.0172,1.0000001,0.0,1e-06,9.750679999996926e-11
3441,0.017205,1.0000001,0.0,1e-06,9.700059999997094e-11
3442,0.01721,1.0000001,0.0,1e-06,9.649760000003647e-11
3443,0.017215,1.0000001,0.0,1e-06,9.599659999997277e-11
3444,0.01722,1.0000001,0.0,1e-06,9.549840000003676e-11
3445,0.017225,1.0000001,0.0,1e-06,9.50025999999703e-11
3446,0.01723,1.0000001,0.0,1e-06,9.45096000000377e-11
3447,0.017235,1.0000001,0.0,1e-06,9.401899999997098e-11
3448,0.01724,1.0000001,0.0,1e-06,9.35306000000356e-11
3449,0.017245,1.0000001,0.0,1e-06,9.304519999997115e-11
3450,0.01725,1.0000001,0.0,1e-06,9.256179999997125e-11
3451,0.017255,1.0000001,0.0,1e-06,9.208120000003725e-11
3452,0.01726,1.0000001,0.0,1e-06,9.160279999997128e-11
3453,0.017265,1.0000001,0.0,1e-06,9.112700000003575e-11
3454,0.01727,1.0000001,0.0,1e-06,9.06535999999708e-11
3455,0.017275,1.0000001,0.0,1e-06,9.018240000003506e-11
3456,0.01728,1.0000001,0.0,1e-06,8.971399999997366e-11
3457,0.017285,1.0000001,0.0,1e-06,8.92478000000351e-11
3458,0.01729,1.0000001,0.0,1e-06,8.878379999997102e-11
3459,0.017295,1.0000001,0.0,1e-06,8.832219999997349e-11
3460,0.0173,1.0000001,0.0,1e-06,8.78632000000352e-11
3461,0.017305,1.0000001,0.0,1e-06,8.740619999997208e-11
3462,0.01731,1.0000001,0.0,1e-06,8.695180000003359e-11
3463,0.017315,1.0000001,0.0,1e-06,8.6499799999974e-11
3464,0.01732,1.0000001,0.0,1e-06,8.604960000003285e-11
3465,0.017325,1.0000001,0.0,1e-06,8.560219999997432e-11
3466,0.01733,1.0000001,0.0,1e-06,8.51567999999726e-11
3467,0.017335,1.0000001,0.0,1e-06,8.471360000003306e-11
3468,0.01734,1.0000001,0.0,1e-06,8.427299999997421e-11
3469,0.017345,1.0000001,0.0,1e-06,8.38344000000345e-11
3470,0.01735,1.0000001,0.0,1e-06,8.339799999997424e-11
3471,0.017355,1.0000001,0.0,1e-06,8.29638000000306e-11
3472,0.01736,1.0000001,0.0,1e-06,8.253179999997521e-11
3473,0.017365,1.0000001,0.0,1e-06,8.21022000000314e-11
3474,0.01737,1.0000001,0.0,1e-06,8.167459999997582e-11
3475,0.017375,1.0000001,0.0,1e-06,8.124939999997425e-11
3476,0.01738,1.0000001,0.0,1e-06,8.082600000003223e-11
3477,0.017385,1.0000001,0.0,1e-06,8.040479999997638e-11
3478,0.01739,1.0000001,0.0,1e-06,7.998600000002915e-11
3479,0.017395,1.0000001,0.0,1e-06,7.956919999997562e-11
3480,0.0174,1.0000001,0.0,1e-06,7.915460000003084e-11
3481,0.017405,1.0000001,0.0,1e-06,7.874179999997716e-11
3482,0.01741,1.0000001,0.0,1e-06,7.833140000002979e-11
3483,0.017415,1.0000001,0.0,1e-06,7.792299999997588e-11
3484,0.01742,1.0000001,0.0,1e-06,7.751659999997597e-11
3485,0.017425,1.0000001,0.0,1e-06,7.71122000000292e-11
3486,0.01743,1.0000001,0.0,1e-06,7.671019999997752e-11
3487,0.017435,1.0000001,0.0,1e-06,7.630980000002948e-11
3488,0.01744,1.0000001,0.0,1e-06,7.591159999997639e-11
3489,0.017445,1.0000001,0.0,1e-06,7.551560000002953e-11
3490,0.01745,1.0000001,0.0,1e-06,7.512119999997758e-11
3491,0.017455,1.0000001,0.0,1e-06,7.472920000002944e-11
3492,0.01746,1.0000001,0.0,1e-06,7.433899999997601e-11
3493,0.017465,1.0000001,0.0,1e-06,7.395099999997783e-11
3494,0.01747,1.0000001,0.0,1e-06,7.356440000002918e-11
3495,0.017475,1.0000001,0.0,1e-06,7.318039999997671e-11
3496,0.01748,1.0000001,0.0,1e-06,7.279800000002803e-11
3497,0.017485,1.0000001,0.0,1e-06,7.241759999997797e-11
3498,0.01749,1.0000001,0.0,1e-06,7.203900000002933e-11
3499,0.017495,1.0000001,0.0,1e-06,7.166259999997654e-11
3500,0.0175,1.0000001,0.0,1e-06,7.128779999997851e-11
3501,0.017505,1.0000001,0.0,1e-06,7.091500000002679e-11
3502,0.01751,1.0000001,0.0,1e-06,7.054419999997882e-11
3503,0.017515,1.0000001,0.0,1e-06,7.017520000002717e-11
3504,0.01752,1.0000001,0.0,1e-06,6.980799999997907e-11
3505,0.017525,1.0000001,0.0,1e-06,6.944280000002749e-11
3506,0.01753,1.0000001,0.0,1e-06,6.907939999997794e-11
3507,0.017535,1.0000001,0.0,1e-06,6.87176000000265e-11
3508,0.01754,1.0000001,0.0,1e-06,6.835799999998057e-11
3509,0.017545,1.0000001,0.0,1e-06,6.799999999997697e-11
3510,0.01755,1.0000001,0.0,1e-06,6.76436000000276e-11
3511,0.017555,1.0000001,0.0,1e-06,6.728959999997888e-11
3512,0.01756,1.0000001,0.0,1e-06,6.693680000002584e-11
3513,0.017565,1.0000001,0.0,1e-06,6.658599999997954e-11
3514,0.01757,1.0000001,0.0,1e-06,6.623700000002661e-11
3515,0.017575,1.0000001,0.0,1e-06,6.588979999998015e-11
3516,0.01758,1.0000001,0.0,1e-06,6.554420000002485e-11
3517,0.017585,1.0000001,0.0,1e-06,6.520039999997953e-11
3518,0.01759,1.0000001,0.0,1e-06,6.485839999998062e-11
3519,0.017595,1.0000001,0.0,1e-06,6.451800000002367e-11
3520,0.0176,1.0000001,0.0,1e-06,6.417939999998065e-11
3521,0.017605,1.0000001,0.0,1e-06,6.38426000000251e-11
3522,0.01761,1.0000001,0.0,1e-06,6.350719999998197e-11
3523,0.017615,1.0000001,0.0,1e-06,6.317380000002409e-11
3524,0.01762,1.0000001,0.0,1e-06,6.284199999998076e-11
3525,0.017625,1.0000001,0.0,1e-06,6.251180000002437e-11
3526,0.01763,1.0000001,0.0,1e-06,6.218319999998093e-11
3527,0.017635,1.0000001,0.0,1e-06,6.185639999997929e-11
3528,0.01764,1.0000001,0.0,1e-06,6.15312000000251e-11
3529,0.017645,1.0000001,0.0,1e-06,6.120759999998017e-11
3530,0.01765,1.0000001,0.0,1e-06,6.088560000002496e-11
3531,0.017655,1.0000001,0.0,1e-06,6.056519999997991e-11
3532,0.01766,1.0000001,0.0,1e-06,6.02466000000249e-11
3533,0.017665,1.0000001,0.0,1e-06,5.992939999998224e-11
3534,0.01767,1.0000001,0.0,1e-06,5.96137999999811e-11
3535,0.017675,1.0000001,0.0,1e-06,5.929980000002333e-11
3536,0.01768,1.0000001,0.0,1e-06,5.89875999999817e-11
3537,0.017685,1.0000001,0.0,1e-06,5.86766000000217e-11
3538,0.01769,1.0000001,0.0,1e-06,5.836739999998374e-11
3539,0.017695,1.0000001,0.0,1e-06,5.805980000002144e-11
3540,0.0177,1.0000001,0.0,1e-06,5.7753599999982104e-11
3541,0.017705,1.0000001,0.0,1e-06,5.74488000000214e-11
3542,0.01771,1.0000001,0.0,1e-06,5.7145799999984435e-11
3543,0.017715,1.0000001,0.0,1e-06,5.6844199999980764e-11
3544,0.01772,1.0000001,0.0,1e-06,5.654420000002362e-11
3545,0.017725,1.0000001,0.0,1e-06,5.624539999998273e-11
3546,0.01773,1.0000001,0.0,1e-06,5.594860000002081e-11
3547,0.017735,1.0000001,0.0,1e-06,5.565279999998358e-11
3548,0.01774,1.0000001,0.0,1e-06,5.5358800000020746e-11
3549,0.017745,1.0000001,0.0,1e-06,5.506599999998339e-11
3550,0.01775,1.0000001,0.0,1e-06,5.4774800000020906e-11
3551,0.017755,1.0000001,0.0,1e-06,5.448519999998338e-11
3552,0.01776,1.0000001,0.0,1e-06,5.41969999999836e-11
3553,0.017765,1.0000001,0.0,1e-06,5.391000000002102e-11
3554,0.01777,1.0000001,0.0,1e-06,5.362459999998334e-11
3555,0.017775,1.0000001,0.0,1e-06,5.334060000002108e-11
3556,0.01778,1.0000001,0.0,1e-06,5.3057999999983286e-11
3557,0.017785,1.0000001,0.0,1e-06,5.2776800000021395e-11
3558,0.01779,1.0000001,0.0,1e-06,5.249719999998345e-11
3559,0.017795,1.0000001,0.0,1e-06,5.221880000002067e-11
3560,0.0178,1.0000001,0.0,1e-06,5.194159999998394e-11
3561,0.017805,1.0000001,0.0,1e-06,5.166619999998438e-11
3562,0.01781,1.0000001,0.0,1e-06,5.1392000000019007e-11
3563,0.017815,1.0000001,0.0,1e-06,5.111899999998462e-11
3564,0.01782,1.0000001,0.0,1e-06,5.084760000001962e-11
3565,0.017825,1.0000001,0.0,1e-06,5.0577399999985104e-11
3566,0.01783,1.0000001,0.0,1e-06,5.030860000001927e-11
3567,0.017835,1.0000001,0.0,1e-06,5.0040999999984656e-11
3568,0.01784,1.0000001,0.0,1e-06,4.977499999998466e-11
3569,0.017845,1.0,0.0,1e-06,4.9510200000018816e-11
3570,0.01785,1.0,0.0,1e-06,4.92465999999853e-11
3571,0.017855,1.0,0.0,1e-06,4.8984400000018614e-11
3572,0.01786,1.0,0.0,1e-06,4.8723399999984993e-11
3573,0.017865,1.0,0.0,1e-06,4.8464000000018704e-11
3574,0.01787,1.0,0.0,1e-06,4.8205599999986236e-11
3575,0.017875,1.0,0.0,1e-06,4.7948400000017933e-11
3576,0.01788,1.0,0.0,1e-06,4.769279999998532e-11
3577,0.017885,1.0,0.0,1e-06,4.743839999998576e-11
3578,0.01789,1.0,0.0,1e-06,4.718500000001876e-11
3579,0.017895,1.0,0.0,1e-06,4.693299999998477e-11
3580,0.0179,1.0,0.0,1e-06,4.6682200000018215e-11
3581,0.017905,1.0,0.0,1e-06,4.6432799999986625e-11
3582,0.01791,1.0,0.0,1e-06,4.6184600000018e-11
3583,0.017915,1.0,0.0,1e-06,4.5937399999985095e-11
3584,0.01792,1.0,0.0,1e-06,4.5691800000018177e-11
3585,0.017925,1.0,0.0,1e-06,4.5446999999986444e-11
3586,0.01793,1.0,0.0,1e-06,4.5203599999986164e-11
3587,0.017935,1.0,0.0,1e-06,4.496160000001683e-11
3588,0.01794,1.0,0.0,1e-06,4.472039999998622e-11
3589,0.017945,1.0,0.0,1e-06,4.448060000001742e-11
3590,0.01795,1.0,0.0,1e-06,4.424199999998667e-11
3591,0.017955,1.0,0.0,1e-06,4.40046000000171e-11
3592,0.01796,1.0,0.0,1e-06,4.376819999998629e-11
3593,0.017965,1.0,0.0,1e-06,4.3533000000017265e-11
3594,0.01797,1.0,0.0,1e-06,4.3299199999986305e-11
3595,0.017975,1.0,0.0,1e-06,4.306639999998664e-11
3596,0.01798,1.0,0.0,1e-06,4.283460000001651e-11
3597,0.017985,1.0,0.0,1e-06,4.260399999998673e-11
3598,0.01799,1.0,0.0,1e-06,4.2374800000017077e-11
3599,0.017995,1.0,0.0,1e-06,4.214639999998722e-11
3600,0.018,1.0,0.0,1e-06,4.1919200000015625e-11
3601,0.018005,1.0,0.0,1e-06,4.1693199999988167e-11
3602,0.01801,1.0,0.0,1e-06,4.1468199999987096e-11
3603,0.018015,1.0,0.0,1e-06,4.124460000001565e-11
3604,0.01802,1.0,0.0,1e-06,4.102159999998686e-11
3605,0.018025,1.0,0.0,1e-06,4.0800000000016005e-11
3606,0.01803,1.0,0.0,1e-06,4.0579399999988355e-11
3607,0.018035,1.0,0.0,1e-06,4.036000000001554e-11
3608,0.01804,1.0,0.0,1e-06,4.014139999998783e-11
3609,0.018045,1.0,0.0,1e-06,3.992420000001558e-11
3610,0.01805,1.0,0.0,1e-06,3.9707999999987734e-11
3611,0.018055,1.0,0.0,1e-06,3.9492599999987456e-11
3612,0.01806,1.0,0.0,1e-06,3.927840000001548e-11
3613,0.018065,1.0,0.0,1e-06,3.906539999998751e-11
3614,0.01807,1.0,0.0,1e-06,3.885320000001487e-11
3615,0.018075,1.0,0.0,1e-06,3.8641999999988135e-11
3616,0.01808,1.0,0.0,1e-06,3.843220000001604e-11
3617,0.018085,1.0,0.0,1e-06,3.822299999998797e-11
3618,0.01809,1.0,0.0,1e-06,3.8015000000013995e-11
3619,0.018095,1.0,0.0,1e-06,3.780799999998835e-11
3620,0.0181,1.0,0.0,1e-06,3.7601999999988894e-11
3621,0.018105,1.0,0.0,1e-06,3.7397000000015214e-11
3622,0.01811,1.0,0.0,1e-06,3.719299999998819e-11
3623,0.018115,1.0,0.0,1e-06,3.699000000001386e-11
3624,0.01812,1.0,0.0,1e-06,3.6787999999989284e-11
3625,0.018125,1.0,0.0,1e-06,3.658700000001432e-11
3626,0.01813,1.0,0.0,1e-06,3.6386799999988436e-11
3627,0.018135,1.0,0.0,1e-06,3.618780000001409e-11
3628,0.01814,1.0,0.0,1e-06,3.598939999998942e-11
3629,0.018145,1.0,0.0,1e-06,3.579239999998835e-11
3630,0.01815,1.0,0.0,1e-06,3.5596200000014355e-11
3631,0.018155,1.0,0.0,1e-06,3.540079999998829e-11
3632,0.01816,1.0,0.0,1e-06,3.52064000000137e-11
3633,0.018165,1.0,0.0,1e-06,3.501299999999007e-11
3634,0.01817,1.0,0.0,1e-06,3.482060000001359e-11
3635,0.018175,1.0,0.0,1e-06,3.4628999999988644e-11
3636,0.01818,1.0,0.0,1e-06,3.44383999999902e-11
3637,0.018185,1.0,0.0,1e-06,3.424840000001289e-11
3638,0.01819,1.0,0.0,1e-06,3.4059799999989057e-11
3639,0.018195,1.0,0.0,1e-06,3.3872000000013616e-11
3640,0.0182,1.0,0.0,1e-06,3.3684799999989795e-11
3641,0.018205,1.0,0.0,1e-06,3.3498600000012544e-11
3642,0.01821,1.0,0.0,1e-06,3.3313599999989844e-11
3643,0.018215,1.0,0.0,1e-06,3.312900000001331e-11
3644,0.01822,1.0,0.0,1e-06,3.294579999998928e-11
3645,0.018225,1.0,0.0,1e-06,3.276299999999069e-11
3646,0.01823,1.0,0.0,1e-06,3.2581400000011974e-11
3647,0.018235,1.0,0.0,1e-06,3.240059999999042e-11
3648,0.01824,1.0,0.0,1e-06,3.222040000001246e-11
3649,0.018245,1.0,0.0,1e-06,3.204139999999083e-11
3650,0.01825,1.0,0.0,1e-06,3.186320000001226e-11
3651,0.018255,1.0,0.0,1e-06,3.1685599999989365e-11
3652,0.01826,1.0,0.0,1e-06,3.150920000001275e-11
3653,0.018265,1.0,0.0,1e-06,3.133319999998981e-11
3654,0.01827,1.0,0.0,1e-06,3.115839999999104e-11
3655,0.018275,1.0,0.0,1e-06,3.098440000001237e-11
3656,0.01828,1.0,0.0,1e-06,3.081099999999058e-11
3657,0.018285,1.0,0.0,1e-06,3.0638600000011383e-11
3658,0.01829,1.0,0.0,1e-06,3.046699999999078e-11
3659,0.018295,1.0,0.0,1e-06,3.029620000001231e-11
3660,0.0183,1.0,0.0,1e-06,3.012619999999039e-11
3661,0.018305,1.0,0.0,1e-06,2.995680000001144e-11
3662,0.01831,1.0,0.0,1e-06,2.9788599999990695e-11
3663,0.018315,1.0,0.0,1e-06,2.962079999999066e-11
3664,0.01832,1.0,0.0,1e-06,2.945400000001216e-11
3665,0.018325,1.0,0.0,1e-06,2.928799999999136e-11
3666,0.01833,1.0,0.0,1e-06,2.912280000001107e-11
3667,0.018335,1.0,0.0,1e-06,2.8958199999990256e-11
3668,0.01834,1.0,0.0,1e-06,2.879440000001201e-11
3669,0.018345,1.0,0.0,1e-06,2.8631599999991097e-11
3670,0.01835,1.0,0.0,1e-06,2.8469199999991357e-11
3671,0.018355,1.0,0.0,1e-06,2.8307800000011077e-11
3672,0.01836,1.0,0.0,1e-06,2.8147199999991367e-11
3673,0.018365,1.0,0.0,1e-06,2.7987200000010612e-11
3674,0.01837,1.0,0.0,1e-06,2.7828199999990837e-11
3675,0.018375,1.0,0.0,1e-06,2.7669400000010908e-11
3676,0.01838,1.0,0.0,1e-06,2.7511999999992327e-11
3677,0.018385,1.0,0.0,1e-06,2.735480000001063e-11
3678,0.01839,1.0,0.0,1e-06,2.7198599999990788e-11
3679,0.018395,1.0,0.0,1e-06,2.7042999999992343e-11
3680,0.0184,1.0,0.0,1e-06,2.6888400000009853e-11
3681,0.018405,1.0,0.0,1e-06,2.6733999999992536e-11
3682,0.01841,1.0,0.0,1e-06,2.658080000000958e-11
3683,0.018415,1.0,0.0,1e-06,2.642819999999215e-11
3684,0.01842,1.0,0.0,1e-06,2.6276000000010065e-11
3685,0.018425,1.0,0.0,1e-06,2.6124799999992595e-11
3686,0.01843,1.0,0.0,1e-06,2.597420000001001e-11
3687,0.018435,1.0,0.0,1e-06,2.5824399999991235e-11
3688,0.01844,1.0,0.0,1e-06,2.5675199999992898e-11
3689,0.018445,1.0,0.0,1e-06,2.5526600000009645e-11
3690,0.01845,1.0,0.0,1e-06,2.537879999999208e-11
3691,0.018455,1.0,0.0,1e-06,2.523160000001026e-11
3692,0.01846,1.0,0.0,1e-06,2.5085199999992018e-11
3693,0.018465,1.0,0.0,1e-06,2.493920000000978e-11
3694,0.01847,1.0,0.0,1e-06,2.479419999999212e-11
3695,0.018475,1.0,0.0,1e-06,2.4649600000010057e-11
3696,0.01848,1.0,0.0,1e-06,2.4505799999992384e-11
3697,0.018485,1.0,0.0,1e-06,2.4362599999992334e-11
3698,0.01849,1.0,0.0,1e-06,2.4220200000009578e-11
3699,0.018495,1.0,0.0,1e-06,2.4077999999992544e-11
3700,0.0185,1.0,0.0,1e-06,2.3937000000009338e-11
3701,0.018505,1.0,0.0,1e-06,2.379639999999284e-11
3702,0.01851,1.0,0.0,1e-06,2.3656200000008665e-11
3703,0.018515,1.0,0.0,1e-06,2.3516999999993373e-11
3704,0.01852,1.0,0.0,1e-06,2.337840000000872e-11
3705,0.018525,1.0,0.0,1e-06,2.3239999999992845e-11
3706,0.01853,1.0,0.0,1e-06,2.3102799999992976e-11
3707,0.018535,1.0,0.0,1e-06,2.2965800000009007e-11
3708,0.01854,1.0,0.0,1e-06,2.282959999999302e-11
3709,0.018545,1.0,0.0,1e-06,2.2693800000008648e-11
3710,0.01855,1.0,0.0,1e-06,2.255899999999323e-11
3711,0.018555,1.0,0.0,1e-06,2.242440000000845e-11
3712,0.01856,1.0,0.0,1e-06,2.229059999999304e-11
3713,0.018565,1.0,0.0,1e-06,2.215739999999371e-11
3714,0.01857,1.0,0.0,1e-06,2.202460000000833e-11
3715,0.018575,1.0,0.0,1e-06,2.1892599999993505e-11
3716,0.01858,1.0,0.0,1e-06,2.1761200000008323e-11
3717,0.018585,1.0,0.0,1e-06,2.16301999999935e-11
3718,0.01859,1.0,0.0,1e-06,2.1500000000007916e-11
3719,0.018595,1.0,0.0,1e-06,2.1370199999993688e-11
3720,0.0186,1.0,0.0,1e-06,2.1241000000008376e-11
3721,0.018605,1.0,0.0,1e-06,2.111239999999348e-11
3722,0.01861,1.0,0.0,1e-06,2.0984399999993213e-11
3723,0.018615,1.0,0.0,1e-06,2.0856800000008612e-11
3724,0.01862,1.0,0.0,1e-06,2.0729799999993693e-11
3725,0.018625,1.0,0.0,1e-06,2.06036000000074e-11
3726,0.01863,1.0,0.0,1e-06,2.047759999999374e-11
3727,0.018635,1.0,0.0,1e-06,2.0352600000008315e-11
3728,0.01864,1.0,0.0,1e-06,2.0227599999993387e-11
3729,0.018645,1.0,0.0,1e-06,2.0103400000008277e-11
3730,0.01865,1.0,0.0,1e-06,1.9979999999993862e-11
3731,0.018655,1.0,0.0,1e-06,1.985659999999403e-11
3732,0.01866,1.0,0.0,1e-06,1.9734000000007116e-11
3733,0.018665,1.0,0.0,1e-06,1.9612199999993933e-11
3734,0.01867,1.0,0.0,1e-06,1.9490400000007965e-11
3735,0.018675,1.0,0.0,1e-06,1.9369399999994174e-11
3736,0.01868,1.0,0.0,1e-06,1.9249000000007156e-11
3737,0.018685,1.0,0.0,1e-06,1.9128999999993984e-11
3738,0.01869,1.0,0.0,1e-06,1.900940000000792e-11
3739,0.018695,1.0,0.0,1e-06,1.88903999999941e-11
3740,0.0187,1.0,0.0,1e-06,1.877219999999396e-11
3741,0.018705,1.0,0.0,1e-06,1.8654000000007396e-11
3742,0.01871,1.0,0.0,1e-06,1.8536599999994168e-11
3743,0.018715,1.0,0.0,1e-06,1.8419600000007223e-11
3744,0.01872,1.0,0.0,1e-06,1.830319999999461e-11
3745,0.018725,1.0,0.0,1e-06,1.8187000000006728e-11
3746,0.01873,1.0,0.0,1e-06,1.8071799999994692e-11
3747,0.018735,1.0,0.0,1e-06,1.795659999999464e-11
3748,0.01874,1.0,0.0,1e-06,1.7842000000006864e-11
3749,0.018745,1.0,0.0,1e-06,1.7727999999994215e-11
3750,0.01875,1.0,0.0,1e-06,1.7614400000006732e-11
3751,0.018755,1.0,0.0,1e-06,1.7501399999994693e-11
3752,0.01876,1.0,0.0,1e-06,1.738860000000691e-11
3753,0.018765,1.0,0.0,1e-06,1.7276599999994846e-11
3754,0.01877,1.0,0.0,1e-06,1.7164800000006725e-11
3755,0.018775,1.0,0.0,1e-06,1.705339999999471e-11
3756,0.01878,1.0,0.0,1e-06,1.694279999999446e-11
3757,0.018785,1.0,0.0,1e-06,1.6832400000006486e-11
3758,0.01879,1.0,0.0,1e-06,1.6722399999995083e-11
3759,0.018795,1.0,0.0,1e-06,1.6613000000006777e-11
3760,0.0188,1.0,0.0,1e-06,1.650399999999471e-11
3761,0.018805,1.0,0.0,1e-06,1.639540000000611e-11
3762,0.01881,1.0,0.0,1e-06,1.6287399999995277e-11
3763,0.018815,1.0,0.0,1e-06,1.6179600000006383e-11
3764,0.01882,1.0,0.0,1e-06,1.6072399999994925e-11
3765,0.018825,1.0,0.0,1e-06,1.5965599999995254e-11
3766,0.01883,1.0,0.0,1e-06,1.5859200000005885e-11
3767,0.018835,1.0,0.0,1e-06,1.5753199999995062e-11
3768,0.01884,1.0,0.0,1e-06,1.5647600000006032e-11
3769,0.018845,1.0,0.0,1e-06,1.554259999999581e-11
3770,0.01885,1.0,0.0,1e-06,1.543780000000586e-11
3771,0.018855,1.0,0.0,1e-06,1.5333599999995005e-11
3772,0.01886,1.0,0.0,1e-06,1.522960000000603e-11
3773,0.018865,1.0,0.0,1e-06,1.5126199999995177e-11
3774,0.01887,1.0,0.0,1e-06,1.502319999999545e-11
3775,0.018875,1.0,0.0,1e-06,1.4920400000006042e-11
3776,0.01888,1.0,0.0,1e-06,1.4818199999995187e-11
3777,0.018885,1.0,0.0,1e-06,1.471640000000609e-11
3778,0.01889,1.0,0.0,1e-06,1.4614799999995267e-11
3779,0.018895,1.0,0.0,1e-06,1.4514000000005847e-11
3780,0.0189,1.0,0.0,1e-06,1.441299999999569e-11
3781,0.018905,1.0,0.0,1e-06,1.4312799999995458e-11
3782,0.01891,1.0,0.0,1e-06,1.4213000000005648e-11
3783,0.018915,1.0,0.0,1e-06,1.4113399999995447e-11
3784,0.01892,1.0,0.0,1e-06,1.4014200000005391e-11
3785,0.018925,1.0,0.0,1e-06,1.3915399999995815e-11
3786,0.01893,1.0,0.0,1e-06,1.3817200000005443e-11
3787,0.018935,1.0,0.0,1e-06,1.3718999999995895e-11
3788,0.01894,1.0,0.0,1e-06,1.3621400000005277e-11
3789,0.018945,1.0,0.0,1e-06,1.3524199999995685e-11
3790,0.01895,1.0,0.0,1e-06,1.342719999999614e-11
3791,0.018955,1.0,0.0,1e-06,1.333060000000514e-11
3792,0.01896,1.0,0.0,1e-06,1.323439999999557e-11
3793,0.018965,1.0,0.0,1e-06,1.3138600000004925e-11
3794,0.01897,1.0,0.0,1e-06,1.3042999999996009e-11
3795,0.018975,1.0,0.0,1e-06,1.2948000000005088e-11
3796,0.01898,1.0,0.0,1e-06,1.285319999999616e-11
3797,0.018985,1.0,0.0,1e-06,1.2758600000005035e-11
3798,0.01899,1.0,0.0,1e-06,1.266479999999606e-11
3799,0.018995,1.0,0.0,1e-06,1.2570799999995972e-11
3800,0.019,1.0,0.0,1e-06,1.2477400000005067e-11
3801,0.019005,1.0,0.0,1e-06,1.238439999999614e-11
3802,0.01901,1.0,0.0,1e-06,1.2291600000004998e-11
3803,0.019015,1.0,0.0,1e-06,1.2199199999996094e-11
3804,0.01902,1.0,0.0,1e-06,1.2107200000004679e-11
3805,0.019025,1.0,0.0,1e-06,1.2015399999996425e-11
3806,0.01903,1.0,0.0,1e-06,1.192380000000481e-11
3807,0.019035,1.0,0.0,1e-06,1.1832999999995873e-11
3808,0.01904,1.0,0.0,1e-06,1.1741999999996508e-11
3809,0.019045,1.0,0.0,1e-06,1.1651600000004487e-11
3810,0.01905,1.0,0.0,1e-06,1.1561399999996892e-11
3811,0.019055,1.0,0.0,1e-06,1.1471600000004008e-11
3812,0.01906,1.0,0.0,1e-06,1.1381999999996431e-11
3813,0.019065,1.0,0.0,1e-06,1.1292800000004577e-11
3814,0.01907,1.0,0.0,1e-06,1.1203999999996347e-11
3815,0.019075,1.0,0.0,1e-06,1.1115199999996584e-11
3816,0.01908,1.0,0.0,1e-06,1.1027000000004365e-11
3817,0.019085,1.0,0.0,1e-06,1.0938999999996807e-11
3818,0.01909,1.0,0.0,1e-06,1.0851400000004358e-11
3819,0.019095,1.0,0.0,1e-06,1.076379999999685e-11
3820,0.0191,1.0,0.0,1e-06,1.0676800000004171e-11
3821,0.019105,1.0,0.0,1e-06,1.0589799999996675e-11
3822,0.01911,1.0,0.0,1e-06,1.0503400000003768e-11
3823,0.019115,1.0,0.0,1e-06,1.0416999999996916e-11
3824,0.01912,1.0,0.0,1e-06,1.0331199999996613e-11
3825,0.019125,1.0,0.0,1e-06,1.024540000000405e-11
3826,0.01913,1.0,0.0,1e-06,1.0159999999997196e-11
3827,0.019135,1.0,0.0,1e-06,1.0074800000003775e-11
3828,0.01914,1.0,0.0,1e-06,9.989999999996931e-12
3829,0.019145,1.0,0.0,1e-06,9.905400000003916e-12
3830,0.01915,1.0,0.0,1e-06,9.821199999997082e-12
3831,0.019155,1.0,0.0,1e-06,9.737000000003878e-12
3832,0.01916,1.0,0.0,1e-06,9.653199999997088e-12
3833,0.019165,1.0,0.0,1e-06,9.56959999999702e-12
3834,0.01917,1.0,0.0,1e-06,9.486400000003461e-12
